ilkid,firstname,lastname,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
PERSOWE01 ,Wesley,Person,N,27,783,278,62,25,87,31,14,6,20,36,235,98,39,32,134,50
PETERBO01 ,Bob,Peterson,N,3,71,24,0,0,16,5,0,0,0,3,15,7,11,10,0,0
PETERED01 ,Ed,Peterson,N,11,0,44,0,0,0,1,0,0,0,33,43,18,14,8,0,0
PETERJI01 ,Jim,Petersen,N,46,788,241,134,73,207,37,17,17,33,132,200,97,71,47,0,0
PETERME01 ,Mel,Peterson,A,18,120,50,0,0,34,4,0,0,0,11,36,21,14,8,0,0
PETERMO01 ,Morris,Peterson,N,33,745,222,73,14,87,36,20,8,24,79,186,85,30,23,75,29
PETRODR01 ,Drazen,Petrovic,N,29,609,297,35,16,51,42,12,1,50,68,251,119,69,48,34,11
PETROJO01 ,Johan,Petro,N,10,26,9,4,2,6,1,0,1,1,4,9,2,8,5,0,0
PETTIBO01 ,Bob,Pettit,N,88,3545,2240,0,0,1304,241,0,0,0,277,1834,766,915,708,0,0
PETTWJE01 ,Jerry,Pettway,A,3,62,28,0,0,14,5,0,0,0,5,29,12,5,4,0,0
PHEGLRO01 ,Roger,Phegley,N,14,49,26,7,1,8,2,2,0,4,7,23,9,6,5,6,3
PHELAJA01 ,Jack,Phelan,N,3,0,10,0,0,0,3,0,0,0,10,10,4,3,2,0,0
PHILLAN01 ,Andy,Phillip,N,60,1424,353,0,0,193,232,0,0,0,156,333,110,195,133,0,0
PHILLBO01 ,Bobby,Phills,N,26,600,178,50,19,69,48,24,3,35,48,178,71,40,24,36,12
PHILLED01 ,Eddie,Phillips,N,2,12,7,2,3,5,3,0,0,1,2,6,3,4,1,2,0
PHILLGA01 ,Gary,Phillips,N,17,288,106,0,0,27,21,0,0,0,42,113,36,51,34,0,0
PIATKER01 ,Eric,Piatkowski,N,17,140,51,14,3,17,4,5,2,1,11,38,14,16,14,23,9
PIATKWA01 ,Walt,Piatkowski,A,13,251,132,0,0,40,10,0,0,0,41,135,60,15,12,0,0
PIERCPA01 ,Paul,Pierce,N,77,3102,1713,450,76,526,337,109,55,264,254,1256,530,651,533,369,120
PIERCRI01 ,Ricky,Pierce,N,97,2656,1447,132,97,229,187,70,20,154,266,1142,532,404,350,93,33
PIETRMI01 ,Mickael,Pietrus,N,35,827,318,72,32,104,20,23,22,29,108,223,101,101,72,123,44
PINCKED01 ,Ed,Pinckney,N,30,560,176,72,63,135,11,19,12,21,57,101,62,63,52,1,0
PIONTDA01 ,Dave,Piontek,N,25,325,104,0,0,70,20,0,0,0,44,113,40,37,24,0,0
PIPPESC01 ,Scottie,Pippen,N,208,8105,3642,1117,466,1583,1048,395,185,602,686,3009,1335,1067,772,660,200
PITTMCH01 ,Charlie,Pittman,N,21,336,114,52,31,83,21,5,8,25,41,74,42,46,30,1,0
PLANIZO01 ,Zoran,Planinic,N,12,24,1,2,0,2,4,1,0,3,3,3,0,4,1,1,0
POLLAJI01 ,Jim,Pollard,N,62,1724,847,0,0,407,220,0,0,0,174,882,306,310,235,0,0
POLLASC01 ,Scot,Pollard,N,60,667,172,99,86,185,10,18,26,26,129,137,68,59,36,0,0
POLYNOL01 ,Olden,Polynice,N,37,770,236,134,87,221,12,15,22,29,112,192,105,46,25,2,1
PONDECL01 ,Cliff,Pondexter,N,3,12,2,0,0,3,1,0,0,0,0,1,0,2,2,0,0
POPEMA01  ,Mark,Pope,N,13,88,19,10,7,17,3,3,0,1,14,16,9,1,1,2,0
POQUEBE01 ,Ben,Poquette,N,4,91,30,10,4,14,1,2,6,4,16,21,13,5,4,0,0
PORTEHO01 ,Howard,Porter,N,36,663,335,0,0,152,18,0,0,0,59,329,151,39,33,0,0
PORTEKE01 ,Kevin,Porter,N,33,971,363,0,2,68,191,3,0,4,128,324,150,97,63,1,0
PORTETE01 ,Terry,Porter,N,124,3939,1828,300,73,373,624,137,14,236,245,1320,620,529,437,406,151
PORTEWI01 ,Willie,Porter,A,14,167,58,0,0,69,6,0,0,0,43,43,19,29,20,0,0
PORTMBO01 ,Bob,Portman,N,11,149,59,0,0,30,3,0,0,0,14,61,24,14,11,0,0
POSEYJA01 ,James,Posey,N,65,1672,511,273,42,315,65,65,18,51,188,361,152,142,118,230,89
POTAPVI01 ,Vitaly,Potapenko,N,13,116,31,12,7,19,3,3,0,6,18,29,13,10,5,0,0
POWELCI01 ,Cincy,Powell,A,61,2019,1066,0,0,593,123,0,0,0,202,989,412,321,242,0,0
PoweLe01  ,Leon,Powe,N,25,294,126,38,33,71,4,0,3,13,48,80,39,72,48,0,0
POWELJO01 ,Josh,Powell,N,24,104,30,10,10,20,5,0,2,5,13,30,11,8,7,1,1
PRESSPA01 ,Paul,Pressey,N,75,2269,881,203,113,316,420,116,49,207,261,682,321,313,228,45,11
PREVIST01 ,Steve,Previs,A,2,11,2,0,0,3,3,0,0,0,2,7,1,0,0,0,0
PRICEBR01 ,Brent,Price,N,9,173,52,13,4,17,20,8,1,12,17,39,17,9,8,27,10
PRICEJI01 ,Jim,Price,N,23,482,138,0,0,55,62,5,0,0,61,168,59,32,20,0,0
PRICEMA01 ,Mark,Price,N,47,1691,818,103,21,124,327,64,5,157,81,603,280,214,202,166,56
PRICEMI01 ,Mike,Price,N,8,26,12,0,0,5,5,0,0,0,11,11,4,6,4,0,0
PRICERO01 ,Ronnie,Price,N,18,93,41,3,4,7,17,7,2,6,11,44,13,15,12,17,3
PRIDDBO01 ,Bob,Priddy,N,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PRINCTA01 ,Tayshaun,Prince,N,118,4410,1476,454,211,665,333,101,81,170,218,1300,565,317,249,277,97
PROFILA01 ,Laron,Profit,N,28,284,104,36,8,44,16,11,5,24,25,86,40,24,21,18,3
PruitGa01 ,Gabe,Pruitt,N,4,11,0,0,0,0,2,0,1,2,0,3,0,0,0,1,0
PRZYBJO01 ,Joel,Przybilla,N,11,197,25,33,21,54,9,4,14,4,32,19,11,6,3,0,0
QUICKBO01 ,Bob,Quick,N,2,9,4,0,0,1,0,0,0,0,1,3,2,2,0,0,0
QUINNBR01 ,Brian,Quinnett,N,6,52,14,4,5,9,5,1,0,3,4,12,6,0,0,4,2
QuinnCh01 ,Chris,Quinn,N,5,24,8,1,0,1,5,2,0,2,1,7,3,2,2,1,0
RACKLLU01 ,Luke,Rackley,N,11,29,8,0,0,7,1,0,0,0,7,14,2,4,4,0,0
RADJADI01 ,Dino,Radja,N,4,153,60,24,4,28,9,4,5,9,19,50,20,28,20,0,0
RADMAVL01 ,Vladimir,Radmanovic,N,44,962,335,125,39,164,52,25,11,40,111,284,125,34,25,153,60
RADOVFR01 ,Frank,Radovich,N,2,12,4,0,0,3,0,0,0,0,2,6,1,4,2,0,0
RAGELRA01 ,Ray,Ragelis,N,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
RAIKESH01 ,Sherwin,Raiken,N,4,19,8,0,0,1,2,0,0,0,3,5,4,1,0,0,0
RAINSED01 ,Ed,Rains,N,8,41,14,5,4,9,2,1,0,2,5,11,5,9,4,1,0
RAMBIKU01 ,Kurt,Rambis,N,139,2565,719,528,236,764,119,85,68,141,373,495,284,215,151,1,0
RAMSEFR01 ,Frank,Ramsey,N,98,2396,1331,0,0,494,151,0,0,0,362,1105,469,476,393,0,0
RANDAMA01 ,Mark,Randall,N,2,6,0,4,1,5,0,0,1,1,1,1,0,0,0,0,0
RANDOSH01 ,Shavlik,Randolph,N,2,4,3,0,0,0,0,0,0,0,1,1,0,4,3,0,0
RANDOZA01 ,Zachary,Randolph,N,8,206,97,39,22,61,11,3,2,13,17,61,32,37,33,0,0
RANSEKE01 ,Kelvin,Ransey,N,14,306,106,17,8,25,64,9,3,22,33,117,45,19,14,5,2
RASMUBL01 ,Blair,Rasmussen,N,29,632,345,112,68,180,25,10,27,21,84,316,140,81,65,0,0
RATKOGE01 ,George,Ratkovicz,N,24,59,259,0,0,85,38,0,0,0,94,195,80,148,99,0,0
RATLEED01 ,Ed,Ratleff,N,8,291,89,0,0,53,35,0,0,0,31,87,36,20,17,0,0
RATLITH01 ,Theo,Ratliff,N,39,825,225,111,73,184,17,18,67,35,106,171,86,82,53,0,0
RAUTILE01 ,Leo,Rautins,N,3,5,3,0,2,2,1,1,0,0,2,3,1,0,0,2,1
RAYCL01   ,Clifford,Ray,N,60,1735,496,0,0,608,125,0,0,0,206,385,207,139,82,0,0
RAYDO01   ,Don,Ray,N,3,0,18,0,0,0,0,0,0,0,7,13,4,11,10,0,0
RAYJA01   ,Jamesearl,Ray,N,4,20,3,2,1,3,0,0,2,0,4,6,1,4,1,0,0
RAYMOCR01 ,Craig,Raymond,A,23,743,336,0,0,280,44,0,0,0,7,270,131,96,74,0,0
REBRAZE01 ,Zeljko,Rebraca,N,12,120,40,12,7,19,0,1,2,7,29,31,12,21,16,0,0
RECASEL01 ,Eldridge,Recasner,N,17,227,63,14,3,17,21,4,0,11,16,55,21,14,10,24,11
REDDMI01  ,Michael,Redd,N,16,505,284,42,31,73,32,6,1,36,42,219,99,81,70,47,16
RedicJJ01 ,J.J.,Redick,N,19,348,99,18,2,20,33,8,1,8,29,89,32,14,13,56,22
REDMOMA01 ,Marlon,Redmond,N,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
REEDHU01  ,Hub,Reed,N,21,316,107,0,0,103,16,0,0,0,56,106,43,30,21,0,0
REEDJU01  ,Justin,Reed,N,6,22,7,1,0,1,0,0,0,2,2,6,2,4,3,2,0
REEDWI01  ,Willis,Reed,N,78,2641,1358,0,0,801,149,0,0,0,275,1203,570,285,218,0,0
REGANRI01 ,Richie,Regan,N,2,63,24,0,0,9,3,0,0,0,5,26,12,1,0,0,0
REIDDO01  ,Don,Reid,N,15,113,30,13,10,23,2,2,6,3,34,17,11,15,8,1,0
REIDJR01  ,J.r.,Reid,N,47,784,249,118,49,167,33,23,21,43,135,197,86,97,77,3,0
REIDRO01  ,Robert,Reid,N,79,2740,1025,277,105,391,335,106,41,143,277,983,430,217,157,53,8
REINEJA01 ,Jared,Reiner,N,3,7,0,1,2,3,0,0,0,1,3,1,0,0,0,0,0
REISEJO01 ,Joseph,Reiser,N,2,0,23,0,0,0,5,0,0,0,11,27,7,11,9,0,0
RESTAKE01 ,Kevin,Restani,N,9,118,42,10,8,23,4,0,2,3,10,36,19,9,4,1,0
REYNOJE01 ,Jerry,Reynolds,N,18,97,53,11,5,16,8,9,9,9,12,48,19,23,14,6,1
RHINEKE01 ,Kendall,Rhine,A,5,62,10,0,0,15,4,0,0,0,16,17,5,7,0,0,0
RHODEGE01 ,Gene,Rhodes,N,2,51,9,0,0,7,5,0,0,0,5,14,4,4,1,0,0
RHODERO01 ,Rodrick,Rhodes,N,3,7,6,1,0,1,0,1,0,1,0,3,2,4,2,0,0
RICEGL01  ,Glen,Rice,N,55,2037,884,211,38,249,101,45,12,89,133,743,322,200,169,196,71
RICHACL01 ,Clint,Richardson,N,72,1387,418,120,73,193,120,48,14,70,152,357,178,90,62,3,0
RICHAJA01 ,Jason,Richardson,N,11,428,210,50,24,74,22,14,5,24,38,170,81,27,19,82,29
RichaJe01 ,Jeremy,Richardson,N,4,8,2,0,0,0,0,0,0,1,1,5,1,0,0,0,0
RICHAMI01 ,Micheal Ray,Richardson,N,18,712,282,67,32,99,129,50,4,50,63,280,108,87,60,29,6
RICHAPO01 ,Pooh,Richardson,N,6,113,21,10,1,11,26,3,0,7,11,19,8,7,4,2,1
RICHAQU01 ,Quentin,Richardson,N,15,564,179,53,24,77,25,19,3,15,53,154,62,36,23,82,32
RICHMMI01 ,Mitch,Richmond,N,23,836,449,100,23,123,69,22,7,57,64,359,172,99,86,63,19
RICHTJO01 ,John,Richter,N,8,95,35,0,0,29,2,0,0,0,18,38,15,14,5,0,0
RICKEDI01 ,Dick,Ricketts,N,2,31,15,0,0,10,2,0,0,0,9,15,5,5,5,0,0
RIDERIS01 ,Isaiah,Rider,N,21,753,344,53,25,78,65,19,0,61,52,273,114,114,98,53,18
RIDNOLU01 ,Luke,Ridnour,N,11,378,107,26,10,36,47,13,8,18,23,107,42,20,19,17,4
RIKERTO01 ,Tom,Riker,N,1,8,2,0,0,2,1,0,0,0,1,2,1,0,0,0,0
RILEYPA01 ,Pat,Riley,N,44,641,251,0,0,66,52,0,0,0,86,297,111,38,29,0,0
RILEYRO01 ,Ron,Riley,N,8,152,56,0,0,36,15,0,0,0,18,42,25,16,6,0,0
RINALRI01 ,Rich,Rinaldi,N,3,6,2,0,0,0,1,0,0,0,3,2,1,0,0,0,0
RIORDMI01 ,Mike,Riordan,N,84,1648,613,0,0,199,111,0,0,0,203,567,253,138,107,0,0
RISENAR01 ,Arnie,Risen,N,57,1023,724,0,0,561,76,0,0,0,239,631,241,357,242,0,0
RITTEGO01 ,Goebel,Ritter,N,8,0,48,0,0,2,8,0,0,0,27,38,11,29,26,0,0
RIVERDA01 ,David,Rivers,N,6,33,15,3,1,4,6,0,0,4,6,12,4,8,7,2,0
RIVERDO01 ,Doc,Rivers,N,81,2393,926,216,54,270,479,125,23,153,265,691,308,339,260,148,50
ROBERAL01 ,Alvin,Robertson,N,13,490,262,42,27,69,81,36,2,39,53,198,102,69,52,17,6
ROBERAN01 ,Anthony,Roberts,N,16,480,245,0,0,121,36,13,7,0,66,232,99,61,47,0,0
ROBERAN02 ,Anthony,Roberson,N,1,4,8,0,1,1,0,2,0,1,0,4,3,0,0,2,2
ROBERFR01 ,Fred,Roberts,N,67,1063,407,84,56,140,57,23,12,63,131,299,148,144,111,5,0
ROBERJO01 ,Joe,Roberts,N,9,84,32,0,0,32,0,0,0,0,12,32,11,14,10,0,0
ROBERJO01 ,Joe,Roberts,A,5,63,12,0,0,15,1,0,0,0,13,15,5,6,2,0,0
ROBERMA01 ,Marv,Roberts,A,24,422,217,0,0,84,31,0,0,0,45,178,86,57,45,0,0
ROBEROS01 ,Oscar,Robertson,N,86,3673,1910,0,0,578,769,0,0,0,267,1466,675,655,560,0,0
ROBERRI01 ,Rick,Roberson,N,18,154,46,0,0,42,4,0,0,0,27,47,18,17,10,0,0
ROBERST01 ,Stanley,Roberts,N,9,177,59,28,18,46,1,3,7,11,29,57,26,22,7,1,0
ROBERTO01 ,Tony,Robertson,N,2,12,5,0,0,0,0,0,0,0,3,6,2,2,1,0,0
ROBEYRI01 ,Rick,Robey,N,53,610,216,84,55,139,29,13,11,44,107,194,87,78,42,3,0
ROBINBE01 ,Bernard,Robinson Jr.,N,1,6,0,1,0,1,2,1,0,1,2,1,0,0,0,0,0
ROBINBI01 ,Bill,Robinzine,N,8,187,83,11,7,54,3,16,0,6,26,75,35,18,13,0,0
ROBINCL01 ,Clifford T.,Robinson,N,17,462,250,81,41,122,28,20,13,28,54,220,104,66,42,0,0
ROBINCL02 ,Clifford R. ,Robinson,N,141,3886,1453,369,185,554,250,141,132,230,496,1372,539,458,288,292,87
ROBINDA01 ,David,Robinson,N,123,4221,2222,934,367,1301,280,151,312,280,423,1604,768,966,684,15,2
ROBINED01 ,Eddie,Robinson,N,14,237,81,26,10,36,13,6,5,6,14,72,36,8,8,3,1
ROBINFL01 ,Flynn,Robinson,N,27,626,328,0,0,54,76,0,0,0,57,318,129,88,70,0,0
ROBINGL01 ,Glenn,Robinson,N,39,1092,539,151,32,183,79,25,37,77,86,497,207,104,92,87,33
ROBINJA03 ,James,Robinson,N,14,99,41,5,3,8,13,4,2,7,13,39,15,2,1,24,10
ROBINRU01 ,Rumeal,Robinson,N,16,216,77,12,4,16,44,10,0,28,33,78,32,12,7,18,6
ROBINSA01 ,Sam,Robinson,A,10,192,105,0,0,41,8,0,0,0,28,90,42,23,21,0,0
ROBINTR01 ,Truck,Robinson,N,39,659,241,0,0,194,21,6,12,0,100,218,86,104,69,0,0
ROBISDA01 ,Dave,Robisch,N,14,152,49,15,9,46,6,2,2,5,18,48,21,11,7,0,0
ROBISDA01 ,Dave,Robisch,A,28,909,464,0,0,262,53,0,0,0,85,401,174,152,116,0,0
ROCHARE01 ,Red,Rocha,N,30,961,358,0,0,197,46,0,0,0,133,304,120,155,118,0,0
ROCHEJO01 ,John,Roche,A,36,1239,633,0,0,56,164,0,0,0,71,543,259,156,115,0,0
RODGEGU01 ,Guy,Rodgers,N,46,1557,508,0,0,237,286,0,0,0,176,565,198,175,112,0,0
RODMADE01 ,Dennis,Rodman,N,169,4789,1081,1050,626,1676,205,106,97,258,630,902,442,352,190,47,7
RodriSe01 ,Sergio,Rodriguez,N,5,27,4,2,1,3,7,0,1,2,5,6,2,0,0,0,0
ROELO01   ,Lou,Roe,N,2,7,0,1,1,2,0,1,0,0,1,1,0,0,0,0,0
ROGERMA01 ,Marshall,Rogers,N,1,3,2,0,0,1,0,0,0,0,0,2,0,2,2,0,0
ROGERRO01 ,Rodney,Rogers,N,82,1717,644,228,90,318,117,54,41,105,226,569,223,184,135,203,63
ROLLIKE01 ,Kenny,Rollins,N,8,65,20,0,0,8,7,0,0,0,18,18,6,8,8,0,0
ROLLITR01 ,Tree,Rollins,N,43,459,90,15,9,104,7,10,37,9,80,81,36,33,18,1,0
ROMARLO01 ,Lorenzo,Romar,N,13,67,25,3,0,3,15,0,0,5,9,20,9,11,7,3,0
RondoRa01 ,Rajon,Rondo,N,40,1408,502,172,71,243,309,80,11,85,121,486,200,135,91,44,11
ROOKSSE01 ,Sean,Rooks,N,29,253,72,22,20,42,11,7,11,13,60,49,24,35,24,0,0
RoseDe01  ,Derrick,Rose,N,7,313,138,32,12,44,45,4,5,35,25,120,59,25,20,4,0
ROSEJA01  ,Jalen,Rose,N,59,1884,863,160,29,189,169,49,25,118,176,740,324,206,165,130,50
ROSEMA01  ,Malik,Rose,N,82,1432,506,220,133,353,54,43,26,96,215,412,176,207,153,9,1
ROSENDI01 ,Dick,Rosenthal,N,11,209,82,0,0,48,26,0,0,0,39,84,27,39,28,0,0
ROSENLE01 ,Lennie,Rosenbluth,N,4,11,8,0,0,3,0,0,0,0,0,9,3,3,2,0,0
ROSSQU01  ,Quinton,Ross,N,12,294,92,24,8,32,9,7,8,9,36,73,39,16,14,0,0
ROTHSC01  ,Scott,Roth,N,6,10,2,0,0,0,0,2,0,0,0,3,1,0,0,0,0
ROUNDDA01 ,Dan,Roundfield,N,38,1304,577,190,82,378,81,26,56,75,133,478,225,174,126,4,1
ROUNDDA01 ,Dan,Roundfield,A,2,25,22,0,0,10,0,0,0,0,6,12,7,9,8,0,0
ROWECU01  ,Curtis,Rowe,N,28,927,323,0,0,220,62,0,0,0,85,264,127,95,69,0,0
ROYALDO01 ,Donald,Royal,N,36,424,107,36,16,52,16,6,3,24,44,76,32,61,43,0,0
RoyBr01   ,Brandon,Roy,N,6,238,160,23,6,29,17,8,7,13,15,122,56,46,40,17,8
RUDDDE01  ,Delaney,Rudd,N,24,187,67,6,3,9,49,7,0,10,27,65,27,10,6,26,7
RUFFIMI01 ,Michael,Ruffin,N,20,259,28,38,29,67,13,7,5,7,46,16,9,20,10,1,0
RUFFITR01 ,Trevor,Ruffin,N,5,16,12,3,1,4,2,1,0,0,0,12,5,5,1,4,1
RUFFNPA01 ,Paul,Ruffner,N,2,7,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0
RUKLIJO01 ,Joe,Ruklick,N,6,23,7,0,0,9,0,0,0,0,5,13,3,2,1,0,0
RULANJE01 ,Jeff,Ruland,N,17,640,313,101,62,163,67,14,13,71,60,211,110,120,93,4,0
RUSHKA01  ,Kareem,Rush,N,31,379,112,17,2,19,19,11,3,17,35,107,41,7,6,61,24
RUSSEBI01 ,Bill,Russell,N,165,7497,2673,0,0,4104,770,0,0,0,536,2335,1003,1106,667,0,0
RUSSEBR01 ,Bryon,Russell,N,105,3081,1038,355,89,444,135,110,28,85,250,806,355,266,202,345,126
RUSSECA01 ,Cazzie,Russell,N,67,1405,781,0,0,200,88,0,0,0,138,718,328,142,125,0,0
RUSSECA02 ,Campy,Russell,N,25,766,402,8,1,143,53,7,1,8,92,351,151,120,100,2,0
RUSSEPI01 ,Pierce,Russell,A,12,37,17,0,0,12,2,0,0,0,5,12,7,6,3,0,0
RUSSEWA01 ,Walker,Russell,N,7,10,6,0,0,0,1,1,0,1,1,5,2,2,2,0,0
SABONAR01 ,Arvydas,Sabonis,N,51,1467,617,306,72,378,97,48,48,82,175,491,222,197,158,47,15
SALLEJO01 ,John,Salley,N,134,2694,857,344,244,588,104,49,159,107,420,586,296,384,265,2,0
SALMOJO01 ,John,Salmons,N,15,333,127,28,6,34,17,9,7,14,20,108,43,36,29,39,12
SAMPSRA01 ,Ralph,Sampson,N,38,1307,711,276,124,400,109,35,57,123,157,569,283,202,142,8,3
SANDEFR01 ,Frankie,Sanders,N,9,50,23,1,4,5,2,3,0,8,8,18,9,4,4,2,1
SANDEJE01 ,Jeff,Sanders,N,3,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
SANDEMI01 ,Mike,Sanders,N,67,1117,425,98,70,168,85,43,22,73,166,362,181,77,60,9,3
SANTIDA01 ,Dan,Santiago,N,2,13,2,4,1,5,0,0,2,1,3,2,1,0,0,0,0
SASSEJE01 ,Jeryl,Sasser,N,6,25,5,4,1,5,1,1,1,1,1,7,2,0,0,4,1
SAULDWO01 ,Woody,Sauldsberry,N,29,995,383,0,0,259,52,0,0,0,118,496,174,62,35,0,0
SAULFR01  ,Frank,Saul,N,49,1054,321,0,0,94,87,0,0,0,119,271,116,122,89,0,0
SAUNDFR01 ,Fred,Saunders,N,9,66,29,0,0,9,5,0,0,0,21,33,12,6,5,0,0
SCALABR01 ,Brian,Scalabrine,N,38,413,106,34,18,52,15,6,8,15,67,87,38,14,11,41,19
SCHAEHE01 ,Herm,Schaefer,N,12,0,51,0,0,0,16,0,0,0,12,42,16,22,19,0,0
SCHAFBO01 ,Bob,Schafer,N,4,39,11,0,0,9,1,0,0,0,8,20,3,6,5,0,0
SCHAUFR01 ,Fred,Schaus,N,21,453,247,0,0,85,55,0,0,0,86,230,78,111,91,0,0
SCHAYDA01 ,Danny,Schayes,N,69,1416,541,223,108,331,76,26,47,98,227,365,189,198,163,2,0
SCHAYDO01 ,Dolph,Schayes,N,97,2687,1887,0,0,1051,257,0,0,0,371,1491,582,876,723,0,0
SCHEFST01 ,Steve,Scheffler,N,19,54,21,9,8,17,6,3,0,2,3,16,7,6,5,0,2
SCHEFTO01 ,Tom,Scheffler,N,3,10,7,2,3,5,0,1,0,1,0,3,2,4,3,0,0
SCHELDA01 ,Dave,Schellhase,N,3,8,3,0,0,1,0,0,0,0,0,5,1,2,1,0,0
SCHENLU01 ,Luke,Schenscher,N,3,17,7,4,3,7,0,0,0,1,2,2,2,4,3,0,0
SCHINDU01 ,Duane,Schintzius,N,5,106,29,19,6,25,4,1,6,3,12,29,13,6,3,0,0
SCHLUDA01 ,Dale,Schlueter,N,14,84,28,0,0,21,3,0,0,0,17,17,11,9,6,0,0
SCHNIDI01 ,Dick,Schnittker,N,35,502,166,0,0,83,25,0,0,0,83,135,45,104,76,0,0
SCHOERU01 ,Russ,Schoene,N,22,205,60,28,10,38,7,4,4,4,31,57,21,18,14,17,4
SCHOOMI01 ,Milt,Schoon,N,3,0,17,0,0,0,3,0,0,0,6,17,5,10,7,0,0
SCHREDE01 ,Detlef,Schrempf,N,114,3338,1432,422,143,565,296,62,26,225,309,1049,488,506,399,153,57
SCHULDI01 ,Dick,Schulz,N,3,0,12,0,0,0,2,0,0,0,12,9,1,10,10,0,0
SCHULHO01 ,Howie,Schultz,N,16,99,61,0,0,19,9,0,0,0,33,79,21,27,19,0,0
SCOLAFR01 ,Freddie,Scolari,N,26,357,256,0,0,78,49,0,0,0,75,249,85,104,86,0,0
ScolaLu01 ,Luis,Scola,N,19,644,271,113,52,165,31,11,4,34,75,223,107,84,57,1,0
SCOTTAL01 ,Alvin,Scott,N,61,878,224,60,41,149,78,29,51,36,77,206,88,72,47,8,1
SCOTTBY01 ,Byron,Scott,N,183,5365,2451,400,136,536,390,226,30,266,445,1937,934,548,449,339,134
SCOTTCH01 ,Charlie,Scott,N,33,1177,503,0,0,141,133,6,2,0,158,474,195,146,113,0,0
SCOTTCH01 ,Charlie,Scott,A,12,504,313,0,0,79,82,0,0,0,45,281,115,110,83,0,0
SCOTTDE01 ,Dennis,Scott,N,45,1447,519,106,23,129,77,36,9,60,116,461,184,72,56,261,95
SCOTTRA01 ,Ray,Scott,N,25,782,321,0,0,246,60,0,0,0,82,333,130,102,61,0,0
SCOTTRA01 ,Ray,Scott,A,23,476,339,0,0,136,38,0,0,0,68,262,132,94,75,0,0
SCOTTSH01 ,Shawnelle,Scott,N,8,16,5,2,0,2,0,0,1,4,2,6,2,1,1,2,0
SCURRCA01 ,Carey,Scurry,N,8,111,41,13,17,30,3,5,9,4,22,42,18,9,4,4,1
SEALSBR01 ,Bruce,Seals,N,15,273,105,0,0,56,11,2,2,0,36,105,42,33,21,0,0
SEALSBR01 ,Bruce,Seals,A,18,301,113,0,0,63,14,0,0,0,48,112,50,23,13,0,0
SEALYMA01 ,Malik,Sealy,N,14,289,108,19,10,29,13,3,1,16,25,94,39,38,28,9,2
SEARSKE01 ,Ken,Sears,N,9,88,45,0,0,29,9,0,0,0,10,37,16,15,13,0,0
SefolTh01 ,Thabo,Sefolosha,N,9,99,30,13,4,17,7,2,0,7,11,26,10,12,7,8,3
SEIKARO01 ,Rony,Seikaly,N,14,405,140,64,38,102,12,7,15,28,51,98,47,68,46,0,0
SELLEBR01 ,Brad,Sellers,N,28,402,120,32,27,59,28,5,12,12,47,124,45,34,30,0,0
SELLEPH01 ,Phil,Sellers,N,1,6,3,0,0,2,0,0,0,0,2,4,1,4,1,0,0
SELVYFR01 ,Frank,Selvy,N,52,1608,589,0,0,226,189,0,0,0,147,544,219,192,151,0,0
SENESGE01 ,George,Senesky,N,7,120,72,0,0,19,29,0,0,0,17,71,28,24,16,0,0
SESAYAN01 ,Ansu,Sesay,N,4,60,7,12,2,14,4,0,4,2,8,8,3,1,1,0,0
SEYMOPA01 ,Paul,Seymour,N,66,1652,650,0,0,164,255,0,0,0,187,632,208,284,234,0,0
SHAEFCA01 ,Carl,Shaeffer,N,6,0,21,0,0,0,7,0,0,0,20,21,7,14,7,0,0
SHAFFLE01 ,Lee,Shaffer,N,13,387,247,0,0,82,15,0,0,0,41,238,99,63,49,0,0
SHARECH01 ,Charlie,Share,N,54,1076,383,0,0,352,59,0,0,0,224,285,124,205,135,0,0
SHARMBI01 ,Bill,Sharman,N,78,2573,1446,0,0,285,201,0,0,0,220,1262,538,406,370,0,0
SHAWBR01  ,Brian,Shaw,N,127,2442,724,293,66,359,375,66,23,154,264,699,276,131,95,242,77
SHELTLO01 ,Lonnie,Shelton,N,52,1611,624,149,78,413,101,52,43,65,228,553,268,132,88,4,0
SHEPHBI01 ,Billy,Shepherd,A,11,227,63,0,0,16,33,0,0,0,14,86,27,9,9,0,0
SHEPPJE01 ,Jeff,Sheppard,N,4,12,0,0,2,2,2,1,0,0,0,3,0,0,0,0,0
SHORTPU01 ,Purvis,Short,N,18,361,187,29,22,51,29,13,2,26,49,170,72,49,43,5,0
SHUEGE01  ,Gene,Shue,N,32,1165,569,0,0,133,132,0,0,0,75,488,207,184,155,0,0
SHUMAJO01 ,John,Shumate,N,12,440,148,6,7,90,30,4,4,5,38,112,63,41,22,0,0
SICHTJE01 ,Jerry,Sichting,N,47,655,140,27,11,38,79,16,0,18,59,153,64,17,11,7,1
SIDLEDO01 ,Don,Sidle,A,20,408,189,0,0,122,20,0,0,0,43,141,68,76,53,0,0
